,dep,dep_pos,dep_w,pred
554,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> magazine -> acl -> edited -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is magazine edited by _PLACEHOLDER_SUB_,www.freebase.com/book/periodical/editorial_staff
555,_PLACEHOLDER_OBJ_ <- nmod <- newspaper -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,NOUN ADP,_PLACEHOLDER_OBJ_ newspaper by _PLACEHOLDER_SUB_,www.freebase.com/book/periodical/language
556,_PLACEHOLDER_OBJ_ <- nsubjpass <- owned -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ owned by _PLACEHOLDER_SUB_,www.freebase.com/book/periodical/publisher
557,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> journal -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is journal on _PLACEHOLDER_OBJ_,www.freebase.com/book/periodical/subjects
558,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> magazine -> acl -> edited -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is magazine edited by _PLACEHOLDER_OBJ_,www.freebase.com/book/periodical_editor/periodicals_edited
559,_PLACEHOLDER_OBJ_ <- nsubj <- launched -> dobj -> journal -> prep -> to -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is journal published by _PLACEHOLDER_OBJ_,www.freebase.com/book/periodical_publisher/periodicals_published
560,_PLACEHOLDER_OBJ_ <- nsubjpass <- feared -> agent -> by -> pobj -> all -> conj -> _PLACEHOLDER_SUB_,VERB ADP DET,_PLACEHOLDER_OBJ_ feared by all _PLACEHOLDER_SUB_,www.freebase.com/book/poem/characters
561,_PLACEHOLDER_SUB_ <- nsubjpass <- written -> prep -> in -> pobj -> form -> compound -> _PLACEHOLDER_OBJ_,VERB ADP NOUN,_PLACEHOLDER_SUB_ written in form _PLACEHOLDER_OBJ_,www.freebase.com/book/poem/verse_form
562,_PLACEHOLDER_OBJ_ <- nsubj <- slays <- advcl <- attacks -> nsubj -> mother -> poss -> _PLACEHOLDER_SUB_,VERB VERB NOUN,_PLACEHOLDER_OBJ_ slays attacks mother _PLACEHOLDER_SUB_,www.freebase.com/book/poem_character/appears_in_poems
563,_PLACEHOLDER_OBJ_ <- nsubj <- shut -> dobj -> imprint -> compound -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ shut imprint _PLACEHOLDER_SUB_,www.freebase.com/book/publishing_company/imprint
564,_PLACEHOLDER_OBJ_ <- nsubj <- shut -> dobj -> imprint -> compound -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ shut imprint _PLACEHOLDER_SUB_,www.freebase.com/book/publishing_company/imprint_of
565,_PLACEHOLDER_OBJ_ <- nsubj <- became -> attr -> imprint -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became imprint of _PLACEHOLDER_SUB_,www.freebase.com/book/publishing_company/imprints
566,_PLACEHOLDER_OBJ_ <- nsubj <- became -> attr -> imprint -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ became imprint of _PLACEHOLDER_SUB_,www.freebase.com/book/publishing_company/publisher
567,_PLACEHOLDER_OBJ_ <- nsubj <- founded -> dobj -> _PLACEHOLDER_SUB_,NOUN ADP NOUN PROPN,_PLACEHOLDER_SUB_ authors of group Huncke _PLACEHOLDER_OBJ_,www.freebase.com/book/school_or_movement/associated_authors
568,_PLACEHOLDER_OBJ_ <- nsubjpass <- divided -> prep -> into -> pobj -> parts -> appos -> Inferno -> appos -> _PLACEHOLDER_SUB_,VERB ADP NOUN NOUN,_PLACEHOLDER_OBJ_ divided into parts Inferno _PLACEHOLDER_SUB_,www.freebase.com/book/serial_installment/serialized_work
569,_PLACEHOLDER_SUB_ <- nsubjpass <- divided -> prep -> into -> pobj -> parts -> appos -> Inferno -> appos -> _PLACEHOLDER_OBJ_,VERB ADP NOUN NOUN,_PLACEHOLDER_SUB_ divided into parts Inferno _PLACEHOLDER_OBJ_,www.freebase.com/book/serialized_work/serial_installments
570,_PLACEHOLDER_OBJ_ <- nsubjpass <- regarded -> prep -> as -> pobj -> character -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN ADP,_PLACEHOLDER_OBJ_ regarded as character in _PLACEHOLDER_SUB_,www.freebase.com/book/short_story/characters
571,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> story -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is story _PLACEHOLDER_OBJ_,www.freebase.com/book/short_story/genre
572,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> novella -> prep -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is novella by _PLACEHOLDER_SUB_,www.freebase.com/book/translated_work/translations
573,_PLACEHOLDER_OBJ_ -> ccomp -> was -> attr -> novelist -> acl -> known -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is author of _PLACEHOLDER_SUB_,www.freebase.com/book/written_work/author
574,_PLACEHOLDER_OBJ_ <- nsubj <- supervised -> dobj -> compilation -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ was editor _PLACEHOLDER_SUB_,www.freebase.com/book/written_work/editor
575,_PLACEHOLDER_OBJ_ -> appos -> sequel -> prep -> to -> pobj -> _PLACEHOLDER_SUB_,ADP NOUN VERB ADP,_PLACEHOLDER_OBJ_ in syntax does in _PLACEHOLDER_SUB_,www.freebase.com/book/written_work/next_in_series
576,_PLACEHOLDER_OBJ_ -> ccomp -> is -> nsubj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is novel written in _PLACEHOLDER_OBJ_,www.freebase.com/book/written_work/original_language
577,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,NOUN ADP,_PLACEHOLDER_OBJ_ copies of _PLACEHOLDER_SUB_,www.freebase.com/book/written_work/part_of_series
578,_PLACEHOLDER_OBJ_ <- nsubj <- precedes -> dobj -> _PLACEHOLDER_SUB_,NOUN ADP ADP VERB,_PLACEHOLDER_OBJ_ film in As has _PLACEHOLDER_SUB_,www.freebase.com/book/written_work/previous_in_series
579,_PLACEHOLDER_OBJ_ <- nsubj <- is <- auxpass <- known -> conj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is novel written by _PLACEHOLDER_OBJ_,www.freebase.com/book/written_work/subjects
580,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> station -> acl -> licensed -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ launched station for area _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/broadcast/area_served
581,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> production -> acl -> syndicated -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is production syndicated by _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/broadcast/distributor
582,_PLACEHOLDER_OBJ_ <- nsubj <- hosts -> dobj -> broadcast -> det -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ hosts broadcast _PLACEHOLDER_SUB_,www.freebase.com/broadcast/content/artist
583,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/content/genre
584,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> podcast -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ was podcast _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/content/language
585,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> affiliate -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is affiliate _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/content/location
586,_PLACEHOLDER_SUB_ -> relcl -> been -> attr -> telecast -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ aired on _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/content/producer
587,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> station -> acl -> located -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is station in _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/producer/location
588,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> division -> prep -> of -> pobj -> network -> appos -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ is division of network _PLACEHOLDER_SUB_,www.freebase.com/broadcast/producer/produces
589,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> station -> amod -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is station _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/radio_station/format
590,_PLACEHOLDER_OBJ_ <- nsubj <- operates -> dobj -> networks -> appos -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is radio owned by _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/radio_station/owner
591,_PLACEHOLDER_SUB_ -> ccomp -> is -> attr -> station -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is station in _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/radio_station/serves_area
592,_PLACEHOLDER_OBJ_ <- conj <- Voice <- nsubj <- is -> attr -> institution -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,PROPN VERB NOUN ADP,_PLACEHOLDER_OBJ_ Voice is institution of _PLACEHOLDER_SUB_,www.freebase.com/broadcast/radio_station_owner/radio_stations
593,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> channel -> prep -> from -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is channel from _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/tv_channel/network
594,_PLACEHOLDER_SUB_ <- nsubj <- are -> attr -> part -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ are part of _PLACEHOLDER_OBJ_,www.freebase.com/broadcast/tv_station/owner
595,_PLACEHOLDER_SUB_ <- nsubj <- acquired -> dobj -> half -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ acquired half of _PLACEHOLDER_OBJ_,www.freebase.com/business/asset/owners
596,_PLACEHOLDER_OBJ_ <- nsubj <- acquired -> dobj -> half -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ owned % of _PLACEHOLDER_SUB_,www.freebase.com/business/asset_owner/assets_owned
597,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> CEO -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ been executive of _PLACEHOLDER_SUB_,www.freebase.com/business/board_member/leader_of
598,_PLACEHOLDER_OBJ_ -> conj -> members -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is organization founded by _PLACEHOLDER_OBJ_,www.freebase.com/business/board_member/organization_board_memberships
599,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> bar -> acl -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ is brand _PLACEHOLDER_SUB_,www.freebase.com/business/brand/owner_s
600,_PLACEHOLDER_SUB_ <- nsubj <- had -> conj -> known -> advcl -> renamed -> dobj -> II -> compound -> _PLACEHOLDER_OBJ_,VERB VERB VERB PROPN,_PLACEHOLDER_SUB_ had known renamed II _PLACEHOLDER_OBJ_,www.freebase.com/business/brand/parent_brand
601,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> name -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is name of _PLACEHOLDER_OBJ_,www.freebase.com/business/brand/products
602,_PLACEHOLDER_SUB_ <- nsubj <- run -> dobj -> system -> poss -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ run system _PLACEHOLDER_OBJ_,www.freebase.com/business/business_operation/competitive_space
603,_PLACEHOLDER_OBJ_ -> acl -> founded -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ is business _PLACEHOLDER_OBJ_,www.freebase.com/business/business_operation/industry
604,_PLACEHOLDER_OBJ_ <- nsubj <- replicated -> dobj -> design -> compound -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ replicated design _PLACEHOLDER_SUB_,www.freebase.com/business/competitive_space/company
605,_PLACEHOLDER_OBJ_ -> relcl -> owns -> dobj -> _PLACEHOLDER_SUB_,NOUN VERB,_PLACEHOLDER_OBJ_ brands include _PLACEHOLDER_SUB_,www.freebase.com/business/consumer_company/brands
606,_PLACEHOLDER_OBJ_ <- nsubj <- markets -> dobj -> line -> compound -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_OBJ_ markets line _PLACEHOLDER_SUB_,www.freebase.com/business/consumer_company/product_lines
607,_PLACEHOLDER_OBJ_ -> acl -> expanding -> dobj -> name -> compound -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ acquired _PLACEHOLDER_SUB_,www.freebase.com/business/consumer_company/products
608,_PLACEHOLDER_OBJ_ -> acl -> give -> dobj -> _PLACEHOLDER_SUB_,NOUN,_PLACEHOLDER_SUB_ product _PLACEHOLDER_OBJ_,www.freebase.com/business/consumer_product/brand
609,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> _PLACEHOLDER_OBJ_,VERB,_PLACEHOLDER_SUB_ is _PLACEHOLDER_OBJ_,www.freebase.com/business/consumer_product/category
610,_PLACEHOLDER_OBJ_ <- advmod <- uses -> dobj -> platforms -> compound -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_OBJ_ is computer manufactured by _PLACEHOLDER_SUB_,www.freebase.com/business/consumer_product/company
611,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> generation -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ introduced design to line _PLACEHOLDER_OBJ_,www.freebase.com/business/consumer_product/product_line
612,_PLACEHOLDER_OBJ_ -> relcl -> became -> dobj -> _PLACEHOLDER_SUB_,VERB NUM ADP NOUN,_PLACEHOLDER_SUB_ was one of employees _PLACEHOLDER_OBJ_,www.freebase.com/business/employer/employees
613,_PLACEHOLDER_OBJ_ <- nsubj <- is -> nsubj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ is _PLACEHOLDER_SUB_,www.freebase.com/business/endorsed_product/endorsements
614,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> use -> prep -> through -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is use through _PLACEHOLDER_SUB_,www.freebase.com/business/industry/parent_industry
615,_PLACEHOLDER_OBJ_ <- conj <- founder -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,NOUN ADP,_PLACEHOLDER_OBJ_ founder of _PLACEHOLDER_SUB_,www.freebase.com/business/job_title/people_with_this_title
616,_PLACEHOLDER_OBJ_ <- nsubj <- sponsoring -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ sponsoring _PLACEHOLDER_SUB_,www.freebase.com/business/product_endorsee/endorsements
617,_PLACEHOLDER_OBJ_ -> appos -> Shuffle -> appos -> _PLACEHOLDER_SUB_,PROPN,_PLACEHOLDER_OBJ_ Shuffle _PLACEHOLDER_SUB_,www.freebase.com/business/product_line/brand
618,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> brand -> prep -> of -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is brand of _PLACEHOLDER_OBJ_,www.freebase.com/business/product_line/category
619,_PLACEHOLDER_OBJ_ <- nsubjpass <- named -> dobj -> _PLACEHOLDER_SUB_,NOUN VERB ADP NOUN,_PLACEHOLDER_SUB_ spin integrated into line _PLACEHOLDER_OBJ_,www.freebase.com/business/product_line/parent_product_line
620,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> brand -> poss -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_OBJ_ been part of s _PLACEHOLDER_SUB_,www.freebase.com/business/product_line/producer_s
621,_PLACEHOLDER_OBJ_ <- nsubj <- manages -> conj -> owns -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ manages owns _PLACEHOLDER_SUB_,www.freebase.com/business/shopping_center/owner
622,_PLACEHOLDER_SUB_ <- nsubjpass <- named -> prep -> after -> pobj -> manufacturer -> appos -> _PLACEHOLDER_OBJ_,VERB ADP NOUN,_PLACEHOLDER_SUB_ named after manufacturer _PLACEHOLDER_OBJ_,www.freebase.com/business/sponsor/sponsorship
623,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> co -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is co of _PLACEHOLDER_SUB_,www.freebase.com/business/sponsored_recipient/sponsorship
624,_PLACEHOLDER_OBJ_ <- nsubj <- become -> attr -> favourite -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ become favourite of _PLACEHOLDER_SUB_,www.freebase.com/celebrities/celebrity/sexual_relationships
625,_PLACEHOLDER_OBJ_ <- nsubj <- began -> prep -> as -> pobj -> member -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB ADP NOUN ADP,_PLACEHOLDER_OBJ_ began as member of _PLACEHOLDER_SUB_,www.freebase.com/celebrities/supercouple/partners
626,_PLACEHOLDER_OBJ_ -> acl -> containing -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ are _PLACEHOLDER_SUB_,www.freebase.com/chemistry/chemical_classification/higher_classifications
627,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ is _PLACEHOLDER_SUB_,www.freebase.com/chemistry/chemical_classification/lower_classifications
628,_PLACEHOLDER_OBJ_ -> acl -> called -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is compound in class _PLACEHOLDER_OBJ_,www.freebase.com/chemistry/chemical_compound/classifications
629,_PLACEHOLDER_OBJ_ -> relcl -> found -> dobj -> source -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ is element _PLACEHOLDER_OBJ_,www.freebase.com/chemistry/chemical_element/chemical_series
630,_PLACEHOLDER_OBJ_ <- nsubj <- described -> dobj -> density -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is element discovered by _PLACEHOLDER_OBJ_,www.freebase.com/chemistry/chemical_element/discoverer
631,_PLACEHOLDER_SUB_ <- nsubjpass <- discovered -> agent -> by -> pobj -> Perey -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP PROPN ADP,_PLACEHOLDER_SUB_ discovered by Perey in _PLACEHOLDER_OBJ_,www.freebase.com/chemistry/chemical_element/discovering_country
632,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ is _PLACEHOLDER_SUB_,www.freebase.com/chemistry/chemical_series/elements
633,_PLACEHOLDER_OBJ_ -> acl -> containing -> dobj -> atom -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ containing atom of _PLACEHOLDER_SUB_,www.freebase.com/chemistry/isotope/isotope_of
634,_PLACEHOLDER_SUB_ <- nsubj <- decays -> prep -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ decays by _PLACEHOLDER_OBJ_,www.freebase.com/chemistry/radioactive_decay_mode/isotopes
635,_PLACEHOLDER_OBJ_ <- nsubj <- appeared -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_SUB_ created by _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_character/created_by
636,_PLACEHOLDER_SUB_ -> relcl -> is -> attr -> superhero -> prep -> in -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ had presence in _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_character/primary_universe
637,_PLACEHOLDER_OBJ_ <- nsubj <- chronicles -> dobj -> battles -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_SUB_ is character in _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_character/regular_featured_appearances
638,_PLACEHOLDER_OBJ_ <- nsubjpass <- created -> agent -> by -> pobj -> psychologist -> conj -> _PLACEHOLDER_SUB_,VERB ADP NOUN,_PLACEHOLDER_OBJ_ created by psychologist _PLACEHOLDER_SUB_,www.freebase.com/comic_books/comic_book_creator/characters_created
639,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> series -> acl -> written -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ created by _PLACEHOLDER_SUB_,www.freebase.com/comic_books/comic_book_creator/series_created
640,_PLACEHOLDER_OBJ_ <- nsubj <- relaunched -> dobj -> franchise -> prep -> with -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_SUB_ created by _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_series/created_by
641,_PLACEHOLDER_OBJ_ <- nsubj <- caused -> dobj -> _PLACEHOLDER_SUB_,VERB,_PLACEHOLDER_OBJ_ caused _PLACEHOLDER_SUB_,www.freebase.com/comic_books/comic_book_series/featured_characters
642,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> series -> compound -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is series _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_series/genre
643,_PLACEHOLDER_OBJ_ <- nsubj <- released -> dobj -> volume -> prep -> of -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is series published by _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_series/publisher
644,_PLACEHOLDER_SUB_ <- nsubj <- was -> attr -> up -> prep -> to -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN ADP,_PLACEHOLDER_SUB_ was up to _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_story/characters
645,_PLACEHOLDER_SUB_ <- nsubjpass <- written -> agent -> by -> pobj -> _PLACEHOLDER_OBJ_,VERB ADP,_PLACEHOLDER_SUB_ written by _PLACEHOLDER_OBJ_,www.freebase.com/comic_books/comic_book_story/script
646,_PLACEHOLDER_OBJ_ <- nsubj <- appeared -> prep -> in -> pobj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_OBJ_ appeared in _PLACEHOLDER_SUB_,www.freebase.com/comic_strips/comic_strip/characters
647,_PLACEHOLDER_OBJ_ <- npadvmod <- is -> attr -> strip -> acl -> created -> agent -> by -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is strip by _PLACEHOLDER_SUB_,www.freebase.com/comic_strips/comic_strip/creator_of_strip
648,_PLACEHOLDER_OBJ_ <- nsubj <- made <- advcl <- had -> nsubj -> _PLACEHOLDER_SUB_,VERB ADP,_PLACEHOLDER_SUB_ appeared in _PLACEHOLDER_OBJ_,www.freebase.com/comic_strips/comic_strip_character/comic_strips_appeared_in
649,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> cartoonist -> acl -> known -> prep -> for -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is strip created by _PLACEHOLDER_OBJ_,www.freebase.com/comic_strips/comic_strip_creator/comic_strips_written
650,_PLACEHOLDER_OBJ_ <- nsubj <- developed -> conj -> popularized -> dobj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ developed popularized _PLACEHOLDER_SUB_,www.freebase.com/common/topic/image
651,_PLACEHOLDER_OBJ_ <- nsubj <- was -> attr -> friar -> appos -> priest -> relcl -> was -> attr -> _PLACEHOLDER_SUB_,VERB NOUN NOUN VERB,_PLACEHOLDER_OBJ_ was friar priest was _PLACEHOLDER_SUB_,www.freebase.com/common/topic/notable_for
652,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP NOUN,_PLACEHOLDER_SUB_ is member of up _PLACEHOLDER_OBJ_,www.freebase.com/common/topic/subject_of
653,_PLACEHOLDER_OBJ_ <- nsubj <- was -> ccomp -> sold -> nsubj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ derived meaning _PLACEHOLDER_SUB_,www.freebase.com/common/topic/subjects
654,_PLACEHOLDER_SUB_ <- nsubj <- is -> attr -> system -> conj -> _PLACEHOLDER_OBJ_,VERB NOUN,_PLACEHOLDER_SUB_ is system _PLACEHOLDER_OBJ_,www.freebase.com/computer/computer/compatible_oses
655,_PLACEHOLDER_OBJ_ <- nsubj <- is -> attr -> successor -> prep -> to -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN ADP,_PLACEHOLDER_OBJ_ is successor to _PLACEHOLDER_SUB_,www.freebase.com/computer/computer/includes_models
656,_PLACEHOLDER_OBJ_ <- nsubj <- announced -> ccomp -> been -> nsubj -> _PLACEHOLDER_SUB_,VERB VERB,_PLACEHOLDER_OBJ_ announced been _PLACEHOLDER_SUB_,www.freebase.com/computer/computer/key_designers
657,_PLACEHOLDER_OBJ_ -> acl -> known -> prep -> as -> pobj -> _PLACEHOLDER_SUB_,VERB NOUN VERB ADP,_PLACEHOLDER_SUB_ is computer launched by _PLACEHOLDER_OBJ_,www.freebase.com/computer/computer/manufacturer
658,_PLACEHOLDER_OBJ_ <- nsubjpass <- named -> dobj -> _PLACEHOLDER_SUB_,VERB NOUN,_PLACEHOLDER_SUB_ was computer _PLACEHOLDER_OBJ_,www.freebase.com/computer/computer/parent_model
659,_PLACEHOLDER_SUB_ <- nsubjpass <- based -> prep -> on -> pobj -> _PLACEHOLDER_OBJ_,VERB NOUN VERB,_PLACEHOLDER_SUB_ was computer based _PLACEHOLDER_OBJ_,www.freebase.com/computer/computer/processor
